#      t/s        x/m       fs/N     v/(m/s)  a/(m/s/s)       p/N
   +3.5800 -8.044e-05     -641.2  +0.008358   +0.03271  +503.4473
   +3.5900 +4.421e-06     +35.24  +0.008579   +0.01145  +436.0590
   +3.6000 +9.041e-05     +720.7  +0.008583   -0.01052  +352.6712
   +3.6100 +0.0001754      +1398  +0.008368   -0.03262  +256.0347
   +3.6200  +0.000257      +2049  +0.007933   -0.05427  +149.4309
   +3.6300 +0.0003333      +2657  +0.007287   -0.07487   +36.5655
   +3.6400 +0.0004021      +3206  +0.006444   -0.09383   -78.5560
   +3.6500 +0.0004616      +3680  +0.005422    -0.1106  -191.7679
   +3.6600   +0.00051      +4066  +0.004245    -0.1247  -298.8946
   +3.6700 +0.0005461      +4353  +0.002943    -0.1357  -395.9046
   +3.6800 +0.0005686      +4533  +0.001549    -0.1432  -479.0653
   +3.6900 +0.0005769      +4599 +9.797e-05     -0.147  -545.0898
   +3.7000 +0.0005705      +4548  -0.001371    -0.1468  -591.2722
   +3.7100 +0.0005495      +4381  -0.002819    -0.1427  -615.6044
   +3.7200 +0.0005143      +4100  -0.004206    -0.1348  -616.8696
   +3.7300 +0.0004657      +3713  -0.005496    -0.1231  -594.7086
   +3.7400 +0.0004049      +3227  -0.006651    -0.1079  -549.6540
   +3.7500 +0.0003333      +2657  -0.007639   -0.08971  -483.1315
   +3.7600 +0.0002527      +2015  -0.008432   -0.06892  -397.4263
   +3.7700 +0.0001654      +1318  -0.009007   -0.04611  -295.6138
   +3.7800 +7.338e-05       +585  -0.009347    -0.0219  -181.4584
   +3.7900 -2.076e-05     -165.5  -0.009441  +0.003036   -59.2804
   +3.8000 -0.0001146     -913.6  -0.009286   +0.02799   +66.2014
   +3.8100 -0.0002057      -1639  -0.008885   +0.05227  +190.0495
   +3.8200 -0.0002915      -2324  -0.008248   +0.07518  +307.3006
   +3.8300 -0.0003699      -2949  -0.007391   +0.09605  +413.1648
   +3.8400 -0.0004387      -3497   -0.00634    +0.1143  +503.2246
   +3.8500 -0.0004961      -3955  -0.005121    +0.1294  +573.6236
   +3.8600 -0.0005407      -4310   -0.00377    +0.1409  +621.2376
   +3.8700 -0.0005712      -4553  -0.002323    +0.1485  +643.8209
   +3.8800 -0.0005869      -4679 -0.0008206     +0.152  +640.1195
   +3.8900 -0.0005876      -4684 +0.0006955    +0.1513  +609.9468
   +3.9000 -0.0005731      -4569  +0.002184    +0.1464  +554.2161
   +3.9100 -0.0005441      -4338  +0.003603    +0.1375  +474.9278
   +3.9200 -0.0005014      -3997  +0.004915    +0.1249  +375.1101
   +3.9300 -0.0004463      -3558  +0.006085     +0.109  +258.7148
   +3.9400 -0.0003803      -3032  +0.007082   +0.09035  +130.4690
   +3.9500 -0.0003053      -2434  +0.007881   +0.06942    -4.3088
   +3.9600 -0.0002234      -1781  +0.008462   +0.04689  -139.9247
   +3.9700 -0.0001368      -1091  +0.008814   +0.02344  -270.5476
   +3.9800 -4.793e-05     -382.1   +0.00893 -0.0002402  -390.4593
   +3.9900 +4.097e-05     +326.6  +0.008811   -0.02345  -494.3078
   +4.0000 +0.0001275      +1017  +0.008466   -0.04555  -577.3503
   +4.0100 +0.0002096      +1671  +0.007909    -0.0659  -635.6768
   +4.0200 +0.0002851      +2273   +0.00716   -0.08397  -666.4026
   +4.0300 +0.0003522      +2808  +0.006243    -0.0993  -667.8199
   +4.0400 +0.0004095      +3264  +0.005189    -0.1115  -639.5009
   +4.0500 +0.0004557      +3632  +0.004029    -0.1204  -582.3457
   +4.0600 +0.0004898      +3905  +0.002798    -0.1258  -498.5717
   +4.0700 +0.0005115      +4078  +0.001531    -0.1277  -391.6418
   +4.0800 +0.0005205      +4149 +0.0002615    -0.1261  -266.1341
   +4.0900 +0.0005168      +4120  -0.000976    -0.1214  -127.5563
   +4.1000 +0.0005011      +3995  -0.002151    -0.1136   +17.8876
   +4.1100 +0.0004741      +3780  -0.003236    -0.1033  +163.5696
   +4.1200 +0.0004368      +3482  -0.004206   -0.09084  +302.7371
   +4.1300 +0.0003904      +3112  -0.005044   -0.07667  +428.8266
   +4.1400 +0.0003364      +2682  -0.005734   -0.06132  +535.7757
   +4.1500 +0.0002763      +2202  -0.006267   -0.04526  +618.3215
   +4.1600 +0.0002116      +1687  -0.006638   -0.02899  +672.2674
   +4.1700 +0.0001441      +1148  -0.006848   -0.01296  +694.7066
   +4.1800 +7.519e-05     +599.4  -0.006901  +0.002422  +684.1897
   +4.1900 +6.549e-06     +52.21  -0.006804   +0.01682  +640.8260
   +4.2000 -6.043e-05     -481.8   -0.00657   +0.02994  +566.3119
   +4.2100 -0.0001244     -992.1  -0.006213    +0.0416  +463.8827
   +4.2200 -0.0001843      -1469  -0.005747   +0.05165  +338.1878
   +4.2300 -0.0002391      -1906  -0.005188   +0.06003  +195.0930
   +4.2400 -0.0002878      -2295  -0.004554   +0.06674   +41.4173
   +4.2500   -0.00033      -2630  -0.003861   +0.07186  -115.3843
   +4.2600 -0.0003649      -2909  -0.003125   +0.07547  -267.5784
   +4.2700 -0.0003924      -3128  -0.002359   +0.07772  -407.5336
   +4.2800  -0.000412      -3285  -0.001576   +0.07876  -528.1060
   +4.2900 -0.0004239      -3379 -0.0007889   +0.07874  -623.0097
   +4.3000 -0.0004278      -3411 -6.158e-06   +0.07781  -687.1541
   +4.3100  -0.000424      -3380 +0.0007634    +0.0761  -716.9277
   +4.3200 -0.0004126      -3289  +0.001512   +0.07369  -710.4139
   +4.3300 -0.0003939      -3140  +0.002234   +0.07064  -667.5256
   +4.3400 -0.0003681      -2934  +0.002922   +0.06697  -590.0476
   +4.3500 -0.0003356      -2675   +0.00357   +0.06267  -481.5830
   +4.3600 -0.0002968      -2366  +0.004172   +0.05768  -347.4039
   +4.3700 -0.0002523      -2011   +0.00472   +0.05192  -194.2098
   +4.3800 -0.0002026      -1615  +0.005206    +0.0453   -29.8054
   +4.3900 -0.0001484      -1183  +0.005621   +0.03773  +137.2888
   +4.4000 -9.048e-05     -721.3  +0.005955   +0.02913  +298.2735
   +4.4100 -2.963e-05     -236.2  +0.006198   +0.01945  +444.5336
   +4.4200 +3.315e-05     +264.2  +0.006339  +0.008682  +568.1028
   +4.4300 +9.678e-05     +771.5  +0.006367  -0.003124  +662.1055
   +4.4400 +0.0001601      +1276  +0.006272   -0.01585  +721.1499
   +4.4500 +0.0002218      +1768  +0.006046   -0.02932  +741.6508
   +4.4600 +0.0002805      +2236  +0.005683   -0.04327  +722.0618
   +4.4700  +0.000335      +2670   +0.00518   -0.05735  +663.0011
   +4.4800 +0.0003837      +3059  +0.004537   -0.07118  +567.2617
   +4.4900 +0.0004253      +3390   +0.00376    -0.0843  +439.7008
   +4.5000 +0.0004585      +3655  +0.002857   -0.09622  +287.0126
   +4.5100 +0.0004821      +3843  +0.001844    -0.1064  +117.3922
   +4.5200  +0.000495      +3946 +0.0007397    -0.1145   -59.8923
   +4.5300 +0.0004966      +3959 -0.0004318    -0.1198  -234.9990
   +4.5400 +0.0004863      +3876  -0.001642    -0.1221  -398.0562
   +4.5500 +0.0004638      +3697  -0.002857     -0.121  -539.7207
   +4.5600 +0.0004292      +3422  -0.004045    -0.1164  -651.7203
   +4.5700 +0.0003831      +3054  -0.005167     -0.108  -727.3477
   +4.5800 +0.0003262      +2601  -0.006187   -0.09607  -761.8768
   +4.5900 +0.0002598      +2071  -0.007071   -0.08068  -752.8741
   +4.6000 +0.0001854      +1478  -0.007785   -0.06223  -700.3849
   +4.6100 +0.0001048     +835.1  -0.008303    -0.0412  -606.9791
   +4.6200 +2.005e-05     +159.9    -0.0086   -0.01821  -477.6516
   +4.6300 -6.645e-05     -529.7  -0.008661  +0.006004  -319.5760
   +4.6400 -0.0001523      -1214  -0.008478   +0.03065  -141.7250
   +4.6500 -0.0002352      -1875   -0.00805   +0.05487   +45.6249
   +4.6600 -0.0003126      -2492  -0.007387    +0.0778  +231.4788
   +4.6700 -0.0003822      -3047  -0.006504   +0.09861  +404.7652
   +4.6800  -0.000442      -3523  -0.005429    +0.1165  +554.9978
   +4.6900 -0.0004902      -3908  -0.004192    +0.1309  +672.9175
   +4.7000 -0.0005254      -4189  -0.002832    +0.1411  +751.0755
   +4.7100 -0.0005466      -4357  -0.001392    +0.1469  +784.3200
   +4.7200 -0.0005531      -4409 +8.294e-05     +0.148  +770.1545
   +4.7300  -0.000545      -4344  +0.001545    +0.1444  +708.9409
   +4.7400 -0.0005224      -4165  +0.002948    +0.1362  +603.9325
   +4.7500 -0.0004864      -3877  +0.004249    +0.1239  +461.1282
   +4.7600 -0.0004379      -3491  +0.005409     +0.108  +288.9532
   +4.7700 -0.0003788      -3019  +0.006394   +0.08906   +97.7812
   +4.7800 -0.0003107      -2477  +0.007179    +0.0679  -100.6764
   +4.7900 -0.0002359      -1881  +0.007745   +0.04533  -294.0804
   +4.8000 -0.0001566      -1248  +0.008083   +0.02223  -470.2282
   +4.8100 -7.503e-05     -598.1  +0.008191 -0.0005627  -617.8285
   +4.8200 +6.487e-06     +51.71  +0.008077   -0.02226  -727.2355
   +4.8300 +8.581e-05     +684.1  +0.007755   -0.04215  -791.0945
   +4.8400  +0.000161      +1283  +0.007246   -0.05966  -804.8557
   +4.8500 +0.0002302      +1835  +0.006576   -0.07435  -767.1194
   +4.8600  +0.000292      +2328  +0.005774   -0.08594  -679.7848
   +4.8700 +0.0003454      +2753  +0.004873   -0.09431  -547.9884
   +4.8800 +0.0003893      +3103  +0.003904   -0.09951  -379.8300
   +4.8900 +0.0004233      +3374  +0.002898    -0.1017  -185.8982
   +4.9000 +0.0004472      +3565  +0.001883    -0.1012   +21.3778
   +4.9100  +0.000461      +3675 +0.0008844   -0.09847  +228.5134
   +4.9200  +0.000465      +3707 -7.725e-05   -0.09386  +421.8404
   +4.9300 +0.0004597      +3664 -0.0009859   -0.08788  +588.4113
   +4.9400 +0.0004455      +3551   -0.00183   -0.08099  +716.8757
   +4.9500 +0.0004233      +3374  -0.002603    -0.0736  +798.2693
   +4.9600 +0.0003937      +3138  -0.003301   -0.06605  +826.6594
   +4.9700 +0.0003575      +2850  -0.003925   -0.05858  +799.6012
   +4.9800 +0.0003155      +2515  -0.004474   -0.05132  +718.3661
   +4.9900 +0.0002683      +2138  -0.004952    -0.0443  +587.9232
   +5.0000 +0.0002166      +1727  -0.005361   -0.03744  +416.6667
   +5.0100 +0.0001613      +1286  -0.005701   -0.03056  +215.9027
   +5.0200 +0.0001029     +819.9  -0.005971   -0.02345    -0.8762
   +5.0300  +4.21e-05     +335.6  -0.006167   -0.01584  -218.8840
   +5.0400 -2.023e-05     -161.3  -0.006284  -0.007479  -423.0435
   +5.0500 -8.329e-05       -664  -0.006312  +0.001855  -599.0307
   +5.0600 -0.0001461      -1165  -0.006241   +0.01231  -734.2897
   +5.0700 -0.0002078      -1656   -0.00606   +0.02392  -818.9456
